 M_T	HIFFloxFPBS1-C18Neg	HIFFloxFPBS2-C18Neg	HIFFloxFPBS5-C18Neg	HIFFloxFPBS6-C18Neg	HIFFloxFPBS7-C18Neg	HIFFloxFPBS8-C18Neg	HIFmsdFPBS1-C18Neg	HIFmsdFPBS2-C18Neg	HIFmsdFPBS3-C18Neg	HIFmsdFPBS4-C18Neg	HIFmsdFPBS5-C18Neg	HIFmsdFPBS6-C18Neg	HIFFloxMPBS1-C18Neg	HIFFloxMPBS2-C18Neg	HIFFloxMPBS3-C18Neg	HIFFloxMPBS4-C18Neg	HIFFloxMPBS7-C18Neg	HIFFloxMPBS8-C18Neg	HIFmsdMPBS1-C18Neg	HIFmsdMPBS3-C18Neg	HIFmsdMPBS4-C18Neg	HIFmsdMPBS5-C18Neg	HIFmsdMPBS6-C18Neg	HIFmsdMPBS8-C18Neg
90.0303437251576_58.6225881784189	37647.40318	23346.4864	75994.67112	52454.84084	42647.73043	39744.54356	27749.86546	77976.60432	46467.00724	40623.90779	71740.6319	38964.55358	48062.6998	25217.18785	17301.06827	20511.2693	33030.95122	11891.44779	39107.90584	50138.53404	23125.12369	25593.30424	20658.58971	35402.42902
129.019567379254_42.9354074731399	22178.59183	97873.14188	7420.002505	6350.600162	7785.304256	9122.117788	12036.26942	8576.317015	4664.929277	5567.977618	8241.360235	9931.213216	6154.875461	2733.717724	7217.518721	6343.801378	6274.07827	20753.33131	4852.879941	2831.506995	7150.46076	15180.94998	5956.39097	4012.148686
214.996468790788_309.682308261727	15310.22522	12443.39226	22234.91901	8991.486552	19413.41371	23975.74289	15647.82183	19724.91713	22624.4923	20270.04076	22973.15161	23762.97049	7964.261123	24171.60182	19374.69877	14135.95926	20641.04001	15455.24037	24041.08417	21656.88645	22295.66148	18396.76468	17142.70882	14839.45601
276.064473115993_135.743575107295	2122.389555	1322.159399	3010.454975	2153.998608	0	1393.449552	996.5532527	2333.50699	2599.979327	1745.259586	2621.17346	1425.90219	2043.839542	0	0	0	832.376133	1170.35788	1224.136979	1237.326243	763.9309724	957.579329	666.3000301	1183.736558
237.112730138047_362.121974248928	1416.291451	0	1543.669401	1754.661375	0	0	1475.724273	1323.648947	1813.606177	1376.938693	1445.590449	1674.3933	1755.701786	0	0	1194.122141	1414.779167	0	1878.513817	2146.889979	1784.841242	1361.095776	1448.017145	1566.981825
373.013439836345_463.147464862444	45197.13698	44516.94273	19370.84813	56528.88934	51974.71447	0	56040.32391	0	35262.24583	0	75325.05522	0	30877.44908	68277.07725	57631.9208	0	64899.3736	46288.57622	44408.36344	73462.29073	40646.44863	23563.14933	45527.72295	74347.47224
180.974066955339_38.5137506708827	53227.85365	60715.44211	67495.52928	57001.63787	54097.05586	55124.41752	74475.38449	116494.9459	51478.66278	0	59304.18227	110300.8938	52090.82585	70067.24324	48701.41049	70123.27439	66000.53043	142134.7704	120663.8962	63128.46463	0	60023.48745	83765.23811	60467.27201
223.001609112556_413.063311608109	10674.93712	9451.434996	9052.445268	14289.83091	11139.26898	26246.87028	11037.66447	0	9367.954833	11424.73012	14030.64711	10608.58174	11972.95243	11098.22791	12222.157	12982.07453	12476.43983	9311.414635	38678.79868	12308.33251	12105.84399	8944.886133	12326.66894	0
115.920686599151_13.4977525862068	2650592.098	3159123.91	3032655.649	2807271.17	3165458.231	3258958.312	3957890.547	3854944.873	3891298.026	3226853.814	4221586.159	3365019.246	2960675.716	3378216.979	3245548.079	3507211.3	3187173.056	3455810.061	4039490.65	4186113.428	4327942.226	4160475.298	3654772.782	3958541.837
468.336967823138_502.695926724136	15001.38352	26948.19059	26188.15378	14077.20254	9034.746383	6350.239261	5586.112991	28986.21821	76171.34745	1562.129756	21575.11293	28797.68433	19507.63589	20661.28705	3954.797599	12850.46763	3816.52471	0	27686.0837	101396.0341	6262.822131	9120.753285	3003.910873	18765.2317
121.02963731382_214.516017075215	4321.598671	38216.09172	7988.893638	6225.072425	509093.374	4089.307748	6127.410923	7777.213289	6321.838799	351598.3677	6612.080675	8775.703564	211214.3341	134783.1365	0	99572.8486	0	12640.65496	6721.185386	7104.254608	5793.246406	59101.65405	5657.840984	6742.678188
272.960260510997_64.3541176724138	1661.719975	1129.149538	2618.575448	0	1833.275036	1642.415971	2245.189534	1942.502253	3239.38685	1233.264764	2153.187718	2305.102764	2550.599144	2315.872792	1580.609486	2347.815745	0	3335.877483	2609.786549	5934.095874	2391.785912	2433.574037	2220.705841	3783.372722
290.090842447453_46.9179258620691	6756.838041	4434.215702	0	7750.042885	6255.56851	5947.477355	7047.111383	0	8221.073183	5326.78784	6177.195099	0	7348.111161	8225.318244	3368.122775	6095.307667	6510.756975	5699.927036	9582.708143	7611.840417	7236.951668	8382.504559	5968.272915	9364.042011
259.132186069949_163.193509581339	1178.251916	0	1667.267323	1312.414622	845.5603845	0	1513.152948	1520.300223	1625.571151	928.7433645	1345.371284	1632.770624	2860.803289	1440.918358	472.0825811	1104.591472	1521.144508	0	2258.279962	1678.510863	1000.473844	1246.670736	739.5737261	2000.434344
216.089369847022_95.4128834268662	1379.334935	0	1568.491584	1450.610751	894.0060127	943.2634185	2556.526688	1431.446387	1662.482135	1241.059571	1301.419636	344636.4054	2992.989348	1992.393976	825.0375547	513294.0965	1622.551678	0	872.6684236	673.3960992	787.0766947	386010.434	0	1059.918274
649.095893266752_67.500863012292	6847.167415	0	7468.974806	0	5200.999513	5585.186215	8509.31814	7640.007692	6443.022573	5720.796462	5977.85528	8394.919404	7126.21859	6786.246647	4116.060958	6783.99953	7480.538473	0	8253.451245	7621.367352	7521.568713	7077.442055	5172.370298	0
181.967021495412_41.1563554374153	46232.19432	37325.27157	53982.11105	52888.82852	34911.01036	36689.45568	65273.50005	48010.20126	63603.18819	35903.98537	46539.38693	39945.73642	68893.79958	72528.80276	39884.08108	52324.8873	54361.37063	110449.3656	58727.73765	96089.02457	30739.92525	45012.36694	45357.5773	87090.33896
173.094102547008_46.8225748561351	12157.03103	15477.10456	7190.9091	11258.14985	12256.50963	11439.31734	14407.84385	9894.677349	10332.12166	9919.405407	11936.10527	14822.29662	12499.2502	21176.9745	0	0	14446.67528	0	14116.31517	0	14310.96403	12620.32683	14760.90973	20778.49095
285.079468997231_304.27522445538	2761.516698	2747.73747	3244.501373	2769.933307	1684.402257	1725.246641	2890.963288	3023.582596	3121.342546	2745.291863	5054.58602	4678.559371	4486.206322	2658.518214	5010.098714	3203.473451	2453.671059	1658.105711	6217.617269	4727.693166	3030.799981	2414.225546	2811.976215	4912.808987
146.983569929391_60.20395382321	19487.11273	20896.69832	18347.44756	16753.59532	20512.99428	24428.17319	18598.1054	18148.87697	16652.14247	15583.4277	19847.13311	20326.75065	12319.06108	24615.17444	21423.07546	22299.30399	19785.25027	24565.04417	15643.77199	17873.72474	16140.64109	14733.06914	22650.26755	16903.95625
212.034301202321_43.3617458235285	2296033.62	2186202.975	1987844.08	2023379.279	2551900.294	2368440.305	2471644.309	0	2366600.102	2308458.907	2695739.322	2315179.678	2297932.645	2596955.518	2456225.138	2570027.093	2258811.079	0	3040756.36	0	2704231.483	2291482.507	2994104.005	2972738.493
276.916143904127_37.5665218986683	2191.017711	2311.954526	0	3134.499688	0	2154.077064	2160.923749	2508.883717	3420.742938	0	2373.848996	2889.938599	3248.445941	0	1933.532396	2456.037018	0	2335.893718	2695.489319	2782.816325	0	2350.978264	2414.82151	3222.804285
182.989713870058_298.24312340243	13884.83567	186907.198	179387.851	237862.4993	0	199519.0252	237655.5719	179904.5881	203848.7338	0	240070.3338	190530.2422	189353.5175	203685.8939	156287.143	217111.6051	179358.1194	161140.3666	165930.907	147172.5379	154828.6644	202351.5898	154054.5222	174620.692
226.987733702631_42.1679880623594	19192.40954	11132.28143	18410.05037	10148.04827	7443.031145	15125.06383	9126.884165	27531.30759	12082.33329	10492.00807	11703.23383	9258.983201	11473.11954	0	0	15810.31396	0	0	10069.74062	20135.94565	6732.832544	9688.062142	9071.936479	4458.418483
228.050746651702_65.2584128059453	1130.3235	921.9569569	0	1394.292493	1216.613285	0	2301.512576	1757.960673	1790.166203	1545.050216	1415.435742	1973.714799	1637.069021	1623.280499	1430.83209	2569.248997	1716.427773	2809.582258	2382.349347	1324.97245	1806.398332	2070.831506	1210.323383	2269.004213
188.934281411038_15.9370320195265	63974.37356	77233.23981	62131.75888	65177.83049	56286.44794	55660.9285	55538.06942	77235.88866	64122.95491	69194.87104	72466.38815	57492.37842	69245.39797	81494.70837	51170.80438	67156.6604	48344.71763	53506.58082	76917.44265	78114.95933	89745.24008	60945.61368	68502.86273	58422.6268
229.061438581403_39.5785977835328	20531.67762	13750.24705	18641.54473	11556.77487	9825.043284	11479.95542	5844.625676	24186.00516	13700.37653	17596.38745	16556.22283	0	6312.620745	7014.869248	4861.51468	5061.539382	0	6196.005697	8565.552595	5685.062679	5670.885228	9151.522167	10164.63953	5457.665819
467.100493554036_194.917855330691	4067.957809	3520.325277	4552.831683	4464.996376	3521.070215	3766.546129	3064.563905	3697.262915	3311.564193	3055.739915	3345.213325	3443.637156	4496.862073	3470.394414	1795.965252	3647.240879	3073.425128	2753.686973	3853.115333	3540.460026	3759.298732	2500.344855	2739.238327	3291.653152
240.087323031703_182.620392168629	642.0572925	0	1065.571363	907.1749981	1021.311365	0	0	894.8511497	977.037759	791.0453595	1073.31355	1027.007993	1155.209323	0	0	742.860743	0	681.3519852	1050.259031	1026.825977	1078.580923	0	861.8649954	786.7333054
334.866349636725_15.4393951703846	5280.918404	0	5261.880482	6539.417583	0	5068.113437	0	0	0	5079.777418	5865.993583	4897.832157	5157.638259	0	5224.608133	5572.493186	0	5184.536841	5502.745896	5127.769606	5252.821244	5441.902498	5711.558243	5814.299743
326.943454644298_49.9782867379308	14830.29305	11015.14447	6089.037118	0	9437.785864	12044.62883	10828.57183	10708.62815	11814.33971	10895.93999	6045.587674	11943.6543	13816.41847	26452.37738	16316.25634	17684.33654	16250.77217	0	15950.03345	11235.92518	14428.18741	10012.36315	18926.1449	14018.99552
271.063260920099_42.4135687467108	24755.86098	25585.9741	10204.38407	16302.3562	10044.18222	18054.04521	5374.751117	28865.87376	13249.15358	16649.42976	15799.56615	13735.35441	22971.83266	18926.3508	8127.837371	17028.83085	16203.49342	80749.70901	13582.95212	56217.35862	11901.6122	6297.897051	12218.54595	10584.97804
249.115283459343_434.853807170841	2303.356032	2440.118515	2172.941209	2704.396291	2241.282415	2758.89978	2297.1331	2482.40779	1488.638078	1925.132061	1996.870134	0	2770.907554	2519.994412	2914.194207	3014.471606	2308.597809	2589.522852	1911.568165	1856.588654	1611.67792	1745.993529	1684.143949	2347.586764
333.138298332757_492.597573465882	2158.190426	0	1381.017586	2337.033719	1272.422326	935.8800829	1921.314236	1236.991569	1315.003004	0	1309.380516	0	1904.965563	907.9723383	5709.684487	1068.841639	2235.141545	4892.504612	0	0	1552.744469	841.3881275	685.6578785	1127.280353
455.101229365104_184.716702670299	2397.108355	2196.944951	4382.576146	3237.343956	2052.400052	1858.948205	1498.548378	1860.741445	2608.424875	1158.478322	2073.364333	2003.777321	4931.841813	2354.194111	1275.519369	1649.98806	2181.308862	725.0944508	3309.641206	3254.773392	3071.357324	1800.659221	1000.419496	2489.313379
211.019804972535_197.815810858656	37916.60254	23330.87052	38998.22523	33548.77436	28304.68213	28571.79048	36309.56291	36447.23665	37247.36338	29049.94966	38363.56697	5850.107178	33422.03351	46611.78141	24492.74895	33323.51168	39477.57848	34791.44742	28632.08355	31066.82047	83771.51485	29706.43952	35417.09285	33052.73813
183.028568015392_103.490812763679	3437.318491	1943.055294	7715.776346	5029.880972	4495.797891	7388.230149	9050.274705	3148.197379	8322.47154	1694.653311	2805.605582	8315.454806	8718.858363	2996.002655	2373.119298	5099.571532	6049.916706	0	8957.562828	2844.13725	5480.569467	8986.64644	6922.396065	4473.840501
380.99992111123_480.166321473859	9767.606001	10993.78727	7843.008331	11675.60661	13713.35629	13242.14508	12764.77169	14679.12895	14396.68017	15358.07506	12806.35189	15305.10575	8495.421709	15532.02552	10130.12812	11976.38209	11954.16526	10790.53846	15832.34376	10136.77654	11086.24503	0	14995.4617	15893.68703
188.98748568176_144.845836129046	2577.709891	1197.7716	5855.909297	4936.082053	4468.233113	2584.619031	2438.034629	4939.327559	9381.772798	2341.845248	4985.104269	3199.365615	5055.348719	1118.355645	1732.403642	822.6941388	5737.954097	3066.283473	6895.79114	18425.86989	4558.161067	1352.74717	4927.374164	5505.845278
102.948715948771_16.1836788440847	39340.79397	41092.46718	38075.13883	52683.52031	42031.08677	48323.36633	49490.08648	96498.1472	84934.85665	78459.75484	43593.5761	41795.27174	44580.05539	40304.48981	44171.14943	45177.40988	48040.55254	43932.34637	46069.05447	50779.12572	50531.10101	0	0	45963.91354
252.975230807015_49.8254627918501	13939.60869	11151.16696	18137.14571	12558.41457	9437.338852	6753.147075	5436.830285	15648.2422	10002.85315	0	13559.08227	11869.96563	13648.92402	8578.369286	8242.284228	6841.875681	7955.187445	0	14128.56148	20096.26467	7592.968502	9782.786689	7624.2878	16131.70385
226.996580142755_13.9331489863125	6008.753246	8644.741542	7430.823087	5706.704701	9530.597658	5844.310229	8325.073669	0	5743.353905	7550.302268	8711.424733	9874.00367	0	10075.71816	0	7248.035623	7124.024255	8149.628598	8568.587023	8347.345927	7463.604978	8346.793865	9234.876816	8574.764006
384.467669673332_48.3109127538859	11444.25993	10289.31977	7205.844282	10978.22234	8479.013684	12323.47866	0	0	18791.2728	0	3472.037774	14650.59598	20343.72536	28397.98945	6371.820478	25168.65871	15844.27459	0	18886.60673	0	18217.85839	17487.82037	11840.20916	17046.533
102.988651527244_37.7903624198324	1257.911951	1271.569961	1229.946718	0	1336.363546	1293.99819	0	0	2084.867236	1469.694671	1475.341681	0	1990.91764	1700.816632	1029.409927	1545.518015	0	0	0	1747.015928	1653.788646	1386.773867	1658.100549	1570.068315
335.864777666921_15.2648521740532	3824.711297	3709.937893	3673.959094	5734.927941	0	4058.051162	3910.898125	0	4171.072436	3690.499841	4227.60823	3832.710026	3881.75546	4753.924294	4650.915476	4033.744761	3816.871642	4329.818343	0	3523.077533	3902.576913	4184.128384	0	4299.320956
265.032868669643_184.096072240546	0	0	1387.973879	795.9670875	0	1535.345019	2282.397887	0	3434.205539	0	0	4254.61701	2753.642392	534.9675313	0	1247.138196	1447.132879	0	4055.78408	0	2350.350207	3939.061662	4174.90593	0
230.992985833274_49.5340916762658	7605.763527	5724.144623	16008.99318	9353.574394	5669.044117	4808.778958	3811.118301	14194.49051	7812.567946	9436.120561	10411.12851	7945.428417	12685.65409	4310.098911	3861.805386	3351.581081	5909.844047	0	11963.88516	10273.14598	4088.410519	7630.007683	3259.360615	9439.866858
257.178019288221_459.281251663281	2467.167537	0	3484.242193	3343.484649	2526.649149	0	0	0	3504.61899	2474.741861	3294.162597	3289.018284	3130.779582	2633.996464	1953.709611	2753.980495	2296.041124	2605.213046	3376.70516	3080.90135	3138.334584	2428.743811	2849.576136	3187.071024
585.528770234307_67.3791531664607	2567.308781	1368.484682	4064.509396	3557.590958	1570.323196	0	0	2912.087821	3629.036287	1888.057538	0	3912.24446	7019.278222	2922.488933	1000.873267	3015.28339	3270.084069	0	4850.975234	0	2804.368171	2855.965788	1656.041675	2789.220602
324.045012059261_67.637411805233	1941.484133	1411.029458	1506.321794	1830.209525	1896.913845	1915.550852	2721.898891	1835.54646	2169.126637	0	1114.878539	1618.86687	1607.448955	1458.323181	1090.365011	1754.559265	1880.371966	0	2685.952896	1480.009942	1973.579178	2085.960044	1148.654515	1538.382434
344.07861754489_399.8986115865	1778.840119	1731.164095	0	1735.293558	1936.122992	1993.501653	1677.099312	2094.008204	1412.659538	1661.485521	2069.564546	1637.620155	1838.375942	1843.552768	1536.278252	1660.522703	0	2078.935852	2483.12827	1621.760237	0	2349.65588	1722.302984	0
192.932791567936_33.0919901414272	14526.54325	20131.17982	6901.641881	24571.33409	0	18720.21047	21054.64326	12902.26198	5735.662647	5996.751219	7186.463519	3308.482134	21707.36258	6567.479803	0	6394.964547	7016.031397	66932.9775	30080.80262	0	3594.569371	19828.49759	0	0
323.016239253848_414.699743033653	107273.7265	121774.3429	0	0	114620.5937	111737.334	108159.2562	104167.4891	106036.9821	101068.2614	132878.5607	119766.6814	117161.6332	171004.6976	111156.84	138326.3667	0	81675.31741	96053.85825	91437.89437	107391.3846	103176.9496	130983.464	136971.8708
357.927186955124_61.5330052395865	3273.838915	2673.049503	2310.183868	3054.738862	3226.608056	3337.053466	3617.821091	2919.716817	5015.881498	2051.907338	2507.802134	2880.307751	6127.829653	5015.208815	3653.339321	4511.726288	3426.820411	3711.401945	3990.719873	4847.631795	4581.132064	4129.172012	3712.214748	4121.922197
123.902205154812_15.7428408889613	6296.034138	9497.800914	8460.054158	8230.715881	8276.233631	0	12410.91326	6759.597452	5634.475937	8078.290718	6627.90029	7461.903114	6905.735144	7923.859319	7012.895804	7168.105022	5567.751211	8325.332318	7563.803774	7631.327794	6167.594376	8124.403515	6541.575522	6510.092156
176.03968246953_154.976083703584	629.8658349	0	1266.244227	782.3888231	0	0	1869.486872	1064.408293	1318.598685	703.7948544	743.3602728	1736.603742	2772.091225	1641.686734	797.3704336	1368.012619	1773.690507	0	2350.326275	1137.849194	1166.134656	1568.549193	0	1648.231237
416.052442811361_135.726427938764	1398.410496	917.6294086	1811.908073	1487.599381	0	1089.199028	769.162727	1968.072768	1854.160598	1424.370864	2115.518647	1082.279099	1311.074626	0	0	0	649.7196019	804.4450172	1077.884754	999.8508212	0	821.377796	0	829.3696961
118.93085452055_40.4696836784507	0	0	167491.1243	134737.1742	0	0	128943.5266	117726.1824	129349.8374	103638.3086	102263.7869	124670.4083	118941.2806	132014.0469	76506.06925	109076.8193	112782.617	174318.8767	151192.3594	125205.3888	0	116031.2906	0	150217.4438
336.975800369744_467.37194006113	9720.043991	0	5183.100496	4941.573108	8297.471935	5074.754651	0	9190.752569	6575.80608	5713.840311	7299.649927	5176.459788	10463.29128	4875.664162	0	6079.205746	6932.448636	5790.291397	5573.53847	5899.656676	6727.698493	6494.296855	9286.109645	5656.751267
231.125667797554_271.56496372643	0	1705.486474	0	1716.915524	1564.252974	2000.198168	1808.471758	1815.670095	1808.275681	1740.731299	1784.602923	1716.163077	2079.574913	1951.176454	1959.188742	1908.560018	1694.162377	1826.455768	1995.163374	1951.323473	1684.33145	1503.044242	2155.062767	1643.21807
675.984409789577_52.6320452643019	5165.134087	2645.413935	8815.241339	6435.952581	1566.371063	0	2417.433716	5277.810922	5408.096792	2526.576588	4021.154187	7824.905388	13524.2741	6816.851856	1297.377803	5598.324982	7730.204678	0	9634.815351	2862.986735	5477.951966	0	3471.33097	7035.671989
98.0246168813923_613.342465617177	0	110171.0412	0	0	0	0	55488.22229	0	153048.141	66204.80257	114122.9738	80952.50648	0	165566.7252	0	0	0	108393.4853	131531.5349	120168.0406	69942.76056	105495.321	96012.0568	47839.81591
248.962511919937_453.794050056317	24975.95038	0	21076.79188	26191.86949	34530.95898	0	0	69990.40472	28809.24233	27501.04098	54374.71221	51721.36323	20042.8454	31132.75248	0	0	75644.24988	0	51180.14588	25754.33788	69431.5747	26986.13185	0	65574.22751
222.032048874223_123.955827960973	1044.542647	792.9182798	1703.947261	1340.833075	931.9417957	852.4629669	0	1184.551721	1375.722329	955.7194585	984.2136641	1375.502073	1680.10917	1138.099693	408.692269	1053.091648	946.5735368	595.1612178	1404.705045	887.2880148	891.3273765	1051.29467	703.9487999	1191.174021
605.91408986126_50.9504416828071	12905.59301	7168.860224	11862.00722	11865.67365	8288.424817	14205.38657	6662.057471	0	15319.9031	8170.212065	7121.828509	17313.03952	26638.61222	20647.27363	7522.823217	18220.03045	0	1887.054423	20853.9782	8072.331125	16421.03306	11633.9914	15186.82179	0
257.858704356122_14.1218934905671	0	2938.357789	0	3978.777016	3412.794898	4853.075084	3722.968627	5543.953405	5432.261691	4507.981458	5193.837299	3595.432581	0	4266.604656	3558.86705	0	2839.143577	4003.752449	3895.624397	4072.102713	4684.593709	0	3525.179701	4711.135584
196.948210676583_39.6190326491322	47451.31633	49897.36004	40971.84442	49698.09154	44749.12512	47210.62909	53893.62511	53669.63901	46161.78925	0	56146.92386	47579.26623	41173.40738	0	0	52397.27044	45530.32171	0	48509.16838	52626.32283	49572.41864	45118.65681	61811.69665	53903.13515
210.070635668344_45.1981083431675	0	0	0	12195.67093	0	10121.71301	4167.694945	11400.85102	12465.93709	10456.63171	0	0	0	3771.65266	9145.255004	0	4323.341778	2247.985574	0	5473.035999	0	0	11266.50962	6183.373645
133.033909498329_42.2151277116811	12942.35553	8676.84953	4478.408656	11524.01355	3677.869223	0	0	19907.5244	18738.70713	6118.369722	7708.208557	4334.840294	26330.79542	7907.574204	4476.786253	8913.657308	4792.026725	23687.01619	7726.511046	33244.13432	2627.63932	3353.80161	2890.34708	11934.91918
257.030033651925_70.0388482453976	27309.49162	65084.84586	77241.25982	114744.4374	92716.32073	68375.81152	20044.12718	106975.8458	76067.33665	139813.0204	56391.76917	46577.25515	118834.6448	63289.03904	23009.34459	86065.28575	107592.7771	18064.76917	65487.9077	60632.24995	61971.10784	71424.15923	49713.37234	148122.468
203.066221449749_257.439087758966	41394.10264	20905.10094	81218.53245	57937.08081	28056.58502	26470.1411	29180.87172	30792.16696	58603.64093	31529.9559	47586.19133	0	51851.72214	43314.20428	14666.46563	35494.77294	58191.5555	33409.21937	39914.38113	41675.83337	72899.25161	46801.62018	52831.27526	45379.18114
542.341310680082_529.64922113346	3159.625425	2929.079165	6332.176575	3196.104672	2681.233538	2580.644909	3352.767442	5215.273659	9590.618446	2573.80674	3408.531271	11199.82198	6082.549952	3651.397995	1115.591952	2056.724499	0	2664.421478	5208.283302	4811.031855	4481.120197	3291.182626	3634.689621	5576.963459
303.036086572779_60.5041484862403	6769.034788	7477.886148	12214.54002	16777.69099	6832.750354	9431.143809	14083.66163	14540.85462	10324.16715	7178.78645	7718.05031	16026.4563	14061.69934	10483.65894	5341.493105	10719.50249	11599.1068	1651.894773	14020.02655	12729.64365	9481.125983	11468.18931	8168.571733	12178.0042
235.092970827228_237.541460808093	8837.713053	4921.570491	23496.29157	4290.432362	5865.028244	4502.928921	3896.086716	7046.06191	16339.05772	5580.187691	8886.774872	0	9662.081186	6807.304064	2839.579154	5051.412264	6014.525819	7324.805836	6506.162658	5072.407867	12185.32049	11568.46354	8655.782964	9226.937686
208.07424622126_277.405536134505	5693.574898	4218.970143	17546.84926	9245.429303	5091.89117	5525.521799	5808.02959	6939.963998	7675.406545	5711.85483	7083.520257	0	7650.435251	6423.861112	850.9677103	5959.231799	4527.209311	4424.113036	7157.063053	7955.902656	8520.25922	8238.917176	6842.201977	8524.473411
341.236246065209_526.075077829814	0	1295.490785	0	1555.813889	0	0	1783.035228	1529.799764	1611.84281	0	1420.937037	3846.656265	1484.846251	1424.167471	0	0	1356.725964	1423.089946	1545.469735	0	1623.334957	1424.428574	1503.250868	1452.25619
72.9426833071191_838.478656820483	179359.1664	243998.6846	212696.2786	240051.2446	251881.7909	221604.7501	223692.7027	161892.3885	216982.269	193990.7957	332461.9012	218933.5446	212711.7806	204503.6942	177489.118	255009.9389	176117.9521	223496.8487	284999.3031	0	296207.1595	194490.7875	284011.67	265711.0288
197.94116837355_40.9479506636157	119608.9267	88744.40206	0	113728.5586	97876.66683	94223.75786	123539.2236	111663.9331	125359.3849	96476.15327	112633.9092	107206.5254	121821.536	115730.3292	74230.21884	105041.5288	109634.8735	69369.36281	143401.3783	134398.5352	90077.87512	111045.8057	109365.5543	141702.3694
91.0308466970963_58.664109232301	10947.53905	8952.632814	18485.48525	9837.164158	8883.891688	12214.67625	11226.91418	12099.27217	9338.682039	10765.92702	13099.36377	11189.73706	11018.63998	6481.687599	6038.387132	5802.710397	11588.88154	3154.311702	13014.77241	7672.806077	9161.713979	0	9476.413069	9443.885093
265.058830248375_68.0884767609458	2422.948996	1342.412627	4512.268031	3091.639969	2083.832276	2359.413946	2645.150439	2531.726478	3307.7808	0	0	3175.481487	4630.158618	1483.748682	599.7533325	1428.579173	2055.426739	0	3711.772691	2106.838326	2483.787235	2631.770359	1334.600995	0
418.114024196461_69.5420680573133	1794.367381	0	0	5213.126096	0	2237.045306	1200.804994	5005.704848	3866.998323	3084.599548	4223.376997	3409.968314	5831.34472	1990.517876	1088.259683	3060.649179	3228.133488	0	4373.484855	2492.812143	2701.874388	2766.434495	1772.34197	0
212.023200127303_237.416330127	4005.986598	2353.057691	2820.993366	4812.748262	2240.129667	2366.886577	3842.885988	4220.79707	2975.198395	3788.303443	4330.598668	0	3028.512402	2770.44493	0	2829.397899	5144.854568	2367.14247	3760.961762	4546.507007	10094.86969	3388.308646	2884.879406	4275.105973
357.058194696738_68.4427468456044	3754.955242	4401.555503	0	3173.715201	2196.725726	0	7926.889931	4275.540714	4985.96913	4658.706149	7345.52971	2447.070701	0	5534.561291	11580.03506	10038.83764	2742.551632	10230.61799	0	9075.096914	4034.425026	5896.636415	7213.456781	10197.78617
265.103966824684_215.4317918105	2433.327598	1458.799687	4534.700385	1616.37237	1683.817879	1298.369768	866.8931456	1942.421957	3346.362201	1980.602424	2342.691574	0	3721.574111	1748.400574	549.2942801	865.5960264	1853.304885	1678.30506	1905.88072	1817.746127	3499.12556	3175.262303	1928.425596	2858.555509
79.0253384519119_610.344265569015	3885.108544	3223.349999	3472.931177	4079.530472	0	4545.292761	0	0	4193.659734	3605.154678	5477.281185	3843.975414	0	3747.08885	0	4452.552673	0	3927.096112	5390.331322	0	4351.367193	3487.175099	4254.060329	3329.910009
349.870002302445_15.4992735376822	3875.960298	0	3265.233596	4105.502402	3381.060107	0	0	4305.717017	4075.03283	3435.049632	4044.747626	3565.051962	3480.376499	0	0	4118.993067	3596.674304	3590.114983	4033.821659	3123.111579	3714.926625	3931.185541	3862.978178	3771.71362
126.061082365005_15.7498392061234	3880.47627	3813.950248	2538.089566	2657.945572	2934.632789	3151.215284	0	2854.522399	2568.235335	2820.852053	0	2266.039605	2357.882801	0	2772.890976	1869.077477	0	2232.992448	2474.432827	2867.881585	2862.986427	2166.72243	3338.765739	2240.907387
276.994065286235_280.799842152198	93516.19256	149236.9503	118561.09	124005.7638	108060.4086	100744.0294	0	102852.4231	15770.24658	103174.4773	111895.7806	96865.01404	110062.8153	118992.0429	94190.99471	109897.9412	125655.5829	113801.3426	117403.158	102372.3778	107079.3862	110921.2489	122180.9801	106090.0457
309.000634816941_576.83403705352	73637.32426	65528.47628	112304.3952	110929.1912	54253.44101	43382.30475	85082.35414	45167.32753	43699.95164	82755.43704	94386.62902	0	48676.88625	72428.0761	61255.77306	117257.1214	107349.2954	37555.3889	58485.06259	91059.01856	67534.9435	51172.92353	121890.8566	88148.61683
170.091238565824_390.739584950857	1761.171655	1611.044436	1381.357162	1812.837521	1708.585596	1353.246802	1741.241116	1605.301467	1858.862518	1380.190273	1578.813553	1613.395132	1705.938896	0	1598.555499	1950.034591	1631.743021	2038.391874	1794.545665	1336.754329	1653.610182	1376.887601	1724.514489	1408.614688
140.096326244064_194.833172593876	1786.557972	1033.474384	1908.152333	1651.431522	1686.086133	1241.747858	1252.247687	1926.623049	1850.129737	2041.274274	0	1407.084854	2176.25837	0	914.7247179	1520.029453	1463.335851	1140.20911	2020.317802	2104.246875	2347.29505	1771.644882	0	1702.298798
191.020916351653_112.921621482298	0	51931.4994	52248.3655	52165.17872	45085.33997	35543.95291	40425.49332	38576.94992	48137.02241	42028.90438	0	50074.70295	0	41940.53058	30795.54781	45033.71895	36569.91453	0	41567.8066	0	0	0	35829.7867	51891.75234
