 M_T	HIFFloxFPBS1-C18Neg	HIFFloxFPBS2-C18Neg	HIFFloxFPBS5-C18Neg	HIFFloxFPBS6-C18Neg	HIFFloxFPBS7-C18Neg	HIFFloxFPBS8-C18Neg	HIFmsdFPBS1-C18Neg	HIFmsdFPBS2-C18Neg	HIFmsdFPBS3-C18Neg	HIFmsdFPBS4-C18Neg	HIFmsdFPBS5-C18Neg	HIFmsdFPBS6-C18Neg	HIFFloxMPBS1-C18Neg	HIFFloxMPBS2-C18Neg	HIFFloxMPBS3-C18Neg	HIFFloxMPBS4-C18Neg	HIFFloxMPBS7-C18Neg	HIFFloxMPBS8-C18Neg	HIFmsdMPBS1-C18Neg	HIFmsdMPBS3-C18Neg	HIFmsdMPBS4-C18Neg	HIFmsdMPBS5-C18Neg	HIFmsdMPBS6-C18Neg	HIFmsdMPBS8-C18Neg
328.990027238203_425.83238246191	16061.48523	15508.04593	15490.83255	18942.67894	20135.05598	19487.8812	16285.0804	17403.68392	17870.26933	15647.96503	19111.98395	21648.90549	16497.63097	17751.40774	22377.88707	19523.07609	15925.0618	22394.67236	19959.49313	18464.44339	19277.89576	18277.90366	17386.69493	17309.80177
134.894991642506_412.268243569096	1012045.646	640477.1424	1002925.835	990586.5586	908198.6663	954233.5632	1058892.248	1019845.834	1000683.871	1116867.142	1515657.201	1052382.699	1038274.585	1105667.929	1039388.345	907060.4103	1106982.046	982068.0994	1212755.296	652398.5313	1075918.657	720596.8382	1132350.189	978212.3492
565.338987270494_498.207867419022	14798.21355	12346.33583	22980.38712	13212.0711	11520.42779	10853.11727	9756.04014	24359.62253	36661.42307	10987.95084	17127.23563	23463.20333	25774.12807	16501.7642	6701.689033	9615.005517	12746.69125	0	24140.16421	19442.95183	19075.10651	11986.16364	14786.97051	29590.42174
133.01538219195_574.9683612742	0	193645.9541	259.8659264	148305.1612	57516.89626	75713.33883	1858.046778	122546.8251	16830.10758	4230.237419	35174.18442	68309.6791	8659.713918	78717.89625	120144.3212	129921.7768	146220.0645	15512.66909	254943.8066	208853.9328	0	40088.59321	168575.18	73914.53671
293.024076673356_220.863408584272	10743.94906	7352.268272	130231.9519	16621.60026	29217.26498	10573.23013	29904.51414	46352.42764	103285.5677	10954.47454	105468.927	0	73456.38908	39451.85364	7907.940031	40713.07962	45133.84701	36191.70504	76595.35985	67847.85129	114557.6517	100969.7914	97147.32603	50945.889
147.979410963997_672.193288094742	149640.6096	134211.3758	0	133977.7258	115299.0184	166119.7506	166576.6397	168483.928	192831.2945	166904.9792	185245.2766	115129.1518	163160.0809	117015.041	161131.7693	165726.8226	134009.1479	171267.4842	165589.0271	148314.4039	136588.0579	122110.7252	128793.5311	113883.1825
226.996597342325_372.992543787689	123092.9088	66654.22019	101225.1029	38887.63212	96593.67485	75119.91493	68070.50119	103129.2927	86371.22049	56518.59737	52014.80934	83897.78096	92964.97675	32869.83621	56577.14734	50826.21228	105952.479	52705.36303	70937.18035	50322.64945	87367.68315	76006.80478	80700.61351	77140.65079
524.28258919237_490.897587135241	316739.8577	252527.0968	331805.1169	315920.5133	248695.5646	289505.2787	161779.8144	307570.8657	445317.6187	209897.2289	292607.417	307962.7195	334263.0574	240991.7403	127928.5114	130365.5737	148729.5444	115036.694	227029.6376	212673.1525	266885.5042	179672.3444	318132.0624	284213.6405
209.005780412675_581.70545249748	227464.7967	59139.04867	259113.6219	75591.54843	41020.99692	311337.0072	147905.5976	108581.6338	171115.8007	188310.8454	681919.7098	0	161863.9524	99630.13847	105105.1704	51570.4211	135636.7954	60055.59218	38661.02656	123306.8637	103395.1389	213660.182	241675.3573	13867.7606
142.929459873968_513.466674238433	216417.3316	316001.3205	219005.5141	82801.96604	79901.09329	176043.9024	137543.3539	214886.9269	249445.577	80452.13035	152921.4039	303033.9403	195450.758	289651.7139	60228.81898	156343.3796	179537.5654	59162.51717	312137.3297	282276.1963	380851.1966	279214.6047	297114.9029	480934.6672
228.992331325372_339.793780804708	121179.9733	70688.66103	85557.57967	71130.15152	91513.65009	96922.97294	102983.9058	87883.86453	90111.48964	89162.73452	74991.30987	111310.2968	74942.55198	116072.6048	82944.07965	131116.2587	83128.18067	136936.8057	93696.42893	89264.73468	141354.1546	94242.13349	107355.0124	129844.4455
244.987411349633_375.463426925402	17832.34581	9368.644833	25778.97642	18111.5148	8847.315865	21448.56365	8124.338215	9236.658212	0	7519.221987	9134.457414	10549.76916	10325.0007	31416.7889	15277.0001	10929.67211	9262.999278	22469.76771	18577.3992	8503.047535	14469.63022	18464.04682	17923.48249	17793.76841
176.999037532191_587.204707607924	229692.5494	444117.9764	256385.9182	35299.23691	229470.4972	272263.8215	444239.2071	244359.3644	92231.18375	193118.2627	250106.6752	375326.7338	256888.5769	185370.5661	154861.4118	134012.0344	348070.8781	985166.313	120006.564	167030.7098	209821.6852	250562.8294	0	140883.3528
60.9880512097779_629.837104378415	1756861.955	1520295.908	0	1724866.895	0	1535412.738	1706598.703	1767985.829	1250074.862	1172912.021	1905419.749	1126645.203	760989.0258	1754600.39	1545315.324	2094988.022	1392732.178	826015.544	1784020.171	1948956.358	1758318.23	1433261.02	1926315.897	1339364.529
118.000341543167_637.087452360087	136892.8413	189309.3862	173596.5294	122314.2459	105201.172	142109.094	134577.9108	218622.1947	169378.7673	186883.0052	109423.7565	132202.7601	123814.9663	173429.8142	263145.4293	214247.8423	135060.8519	92298.67874	127842.2919	160779.9911	215815.3271	121313.0699	139010.9504	162027.1175
311.171513315611_520.252661833691	157910.4664	134022.2857	151757.141	130356.7759	146935.5801	122477.3919	61265.71755	93300.78019	152551.6353	43644.95782	82155.99714	101971.396	142289.1798	82826.44597	101991.8979	116248.5748	74861.38463	135538.1191	71177.86175	102081.0863	133088.8047	110827.426	93430.05048	102578.6904
100.933531028902_528.348692551183	35473.96868	402925.765	28728.79199	35806.99232	294252.1949	47211.66393	34455.00963	54855.03496	24872.56668	81370.52601	50687.86736	189493.6077	63969.51628	79964.43052	102217.1061	31551.55741	76203.9499	62295.64044	57410.50239	74219.47086	44457.04465	58097.91445	36980.59556	49457.79331
558.071302128573_46.8657469287292	162274.3357	55705.52848	219072.8072	236546.1834	164929.2634	145036.5059	125416.2776	184422.33	46257.35478	70330.2469	146208.4854	219609.2708	204096.1368	223064.8062	44385.75162	194439.8301	229478.7687	0	271940.4532	143605.0521	172812.8586	197541.1781	27905.24496	200071.4892
173.082874391711_241.036343405729	47880.59405	47366.23562	47712.51712	49794.52106	49509.37455	50917.01029	47391.54946	50619.65572	47891.00425	47589.56997	55660.58688	49998.2764	50665.68386	49004.73469	48603.16858	52637.1774	48348.97566	57867.82395	56638.64835	54075.60942	52863.43785	47554.02337	45710.149	53706.07623
472.173216677268_44.7921247975899	49637.69805	58843.91578	50262.49575	53467.895	42297.52434	56680.98509	69512.96535	49735.33305	82479.48275	53126.95911	37306.63933	45090.52691	61692.32746	73444.46695	48898.36917	70988.53668	57375.45337	49502.39866	62040.42616	20721.04614	49003.93318	79160.0358	59919.0003	77715.64682
116.996975089917_637.081150622613	7243208.196	5568549.962	9145100.736	7395274.27	7782949.93	13816339.56	6820805.06	7585692.678	0	6497268.559	7559511.792	8163512.971	6720268.262	7784552.39	7202885.484	9253655.806	6649651.751	8448852.716	7188180.344	7330258.992	8619489.074	7051194.755	6853525.223	6768297.834
148.951455964709_37.3530575769066	160383.5628	83632.00393	146262.7658	191558.6128	164060.4287	178301.35	23659.00758	172418.1006	108445.4701	142336.6686	23356.76746	157658.0699	162704.5357	166011.0481	81292.06061	191999.9753	143384.0253	19286.87531	154537.9365	78117.2382	86101.63755	158880.1107	81471.65619	182676.7875
478.29770981729_513.908717499454	131607.8782	73514.98959	92585.17402	122273.9423	65898.05542	74223.65815	77010.34323	60258.3552	67284.31329	33307.79071	58054.27788	55018.66506	114183.0892	115651.9456	122237.2944	60239.73884	41953.04675	103604.2205	52457.92141	71851.70338	78844.03852	83096.27226	60318.20357	72291.98789
116.996973828406_859.189903876036	13024006.05	9216106.488	15174795.91	10881900.94	16020873.59	15197605.21	12053829.85	11275380.37	13741476.08	10864195.23	15258878.16	10474643.37	13464047.64	18799766.36	11861487.99	20226047.52	14527514.5	15207679.77	14800431.47	12812870.06	9281373.434	9611774.919	12798757.08	13587787.57
113.926308366464_534.243822858717	100210.003	75239.24782	93778.61526	124107.832	222012.4215	106822.0396	91810.27657	61586.61084	98176.53739	135818.0626	147308.6812	188680.9647	42002.70723	37421.76924	47117.2229	45528.27434	67860.35685	84804.25938	139817.2591	83434.55441	117242.8916	0	102625.0704	95976.06919
241.012499766497_558.141853768688	172860.0301	198998.6181	162511.2497	186826.446	134775.0029	199639.4723	218549.7621	244362.8614	243751.0749	232052.6231	221273.0288	419087.3348	135257.4026	195764.1108	242843.4725	175845.0092	181162.1015	166253.9492	174328.0632	203960.3185	224840.4038	161068.1375	234772.8518	157476.8079
325.187156312183_567.504121359378	88828.71935	26060.74157	87934.7613	129315.9883	125477.0165	71942.35477	19136.82071	192258.1692	647559.1703	267838.5605	140201.9129	144023.3144	117787.8147	194727.892	15194.15524	72238.70457	9048.686758	90873.30147	402367.1882	124502.2025	671429.2657	321334.7535	62552.10471	228159.6614
226.996620067883_479.792271115594	83414.16096	52711.05121	86562.66169	0	84753.50162	100179.6426	162400.5289	103826.3431	77994.90353	93571.61127	89514.36399	58352.04942	54877.66864	119561.1756	75455.07857	24105.92855	114279.5938	20712.32633	133613.7893	22888.89472	204474.742	63011.51704	118875.308	65926.67701
65.0139973327339_604.361143048864	225254.4774	305861.6543	133038.6465	197205.0165	154360.5999	226224.7809	364471.0944	317666.0263	298233.853	177092.3406	204360.3404	183052.7151	216087.8124	244919.575	287762.949	344476.3114	237834.7057	187221.3817	273253.5395	211402.4521	173457.1342	204985.6811	211579.1368	181381.4591
526.295790577307_499.157243288511	57385.80553	59169.81035	66787.46274	104989.1141	51572.21861	53505.49941	55212.19194	60196.77543	80087.56492	56396.38817	47676.40473	52800.35067	62588.40852	74285.58739	42803.36651	60576.69798	55534.09652	56177.1573	65255.24848	70252.44394	82966.83291	80159.43795	75175.20504	66987.09707
215.963339131139_635.512148176004	416705.3236	773254.1592	551127.2158	393658.7212	570062.9654	616683.6066	444943.2075	729689.318	482320.7956	404667.1513	501837.1792	499329.338	415010.9364	484861.3898	460159.229	362386.8957	395333.7119	416437.0989	503495.6853	452828.9346	465617.0064	321929.4895	528805.5391	341258.5957
277.147063668848_497.078370116618	1399.691694	2354.587022	2369.348255	1824.580248	2614.305166	2448.804874	1063.349896	2984.796827	2675.795624	2488.134986	3155.429884	2783.947598	1710.863227	2130.138858	2361.458346	1683.249023	1495.410063	5147.104996	3197.981487	2340.421819	2940.949156	2364.643767	1501.796961	1358.908271
137.003475598208_855.829464629689	218585.1223	138283.1836	174503.2934	186928.0237	201318.2415	217065.7832	173452.1118	332289.4349	143325.3114	125302.3605	180596.4175	244168.275	197369.3867	229740.5909	236813.2086	186152.606	202624.7762	195292.5607	259319.098	0	182994.4234	253234.6748	141240.3441	156483.0352
540.33515849931_528.092119151045	105419.902	81791.72923	171510.1517	96065.95917	87405.68742	81333.34618	97469.07291	197175.6906	263423.3356	78777.95394	106961.4851	280772.954	146232.077	109771.008	41042.86225	77357.01718	99203.98802	80943.25171	154992.3586	133925.2406	129884.4509	102821.4788	110090.6553	160956.2964
60.9880464655333_703.542698732251	3157406.82	3810073.818	5517024.737	3918584.095	5871586.121	3374403.265	2678084.468	2398112.917	2866450.96	2963811.082	2995334.912	2088515.378	3475216.356	3546428.673	3841403.276	3254060.724	3345264.463	2978684.188	3563727.842	3527161.778	3454331.602	2796115.574	2583939.187	3714015.568
116.907200211484_854.521298289768	120958.5928	139821.2702	129430.6981	140222.9128	231397.0033	122884.6191	120901.071	0	136538.9437	124575.1426	129935.26	108650.5054	99236.36218	109566.0094	122753.447	89397.99349	113863.3887	127580.9019	166596.4897	112772.7398	100911.8103	136931.0721	131496.356	83118.31576
145.924090466069_419.754266369596	463877.3828	392518.1946	827215.3389	744794.3661	850961.7326	935848.0374	829274.1194	266457.8265	1006594.667	774107.4334	889324.6833	937329.6983	556689.0541	1073569.755	747754.3878	1001885.037	592143.583	506875.8616	1079913.437	1011188.516	836790.4219	973838.1432	844161.6195	844716.4245
361.166397221521_455.914176214888	3928.56567	2385.00222	2694.625147	2552.737158	2833.815991	2634.431232	2844.921596	3233.656207	3761.685632	2809.71522	3038.417277	3209.29588	2741.707819	2497.017614	2332.74503	2785.682597	2935.069656	3032.463515	5176.123549	4175.020159	3423.853846	2715.293226	2676.423803	3987.185484
347.043173313171_58.0873171516597	4060725.108	3883258.213	6588005.027	4442671.517	4022239.118	3539515.223	3704593.395	3901901.792	1025749.524	4037150.659	4851619.771	4418559.441	2753968.454	1075853.157	2292326.179	1218373.269	2940083.334	426794.5348	2076991.259	3625996.333	2938391.448	2670703.427	1857324.785	3371367.252
115.92078376644_431.446764788614	10068876.18	9801962.423	7589342.757	14950367.14	6321548.146	11546884.05	11217490.43	16974551.71	15790731.91	8540003.69	15357120.38	14443442.37	4016964.205	9992312.749	9880598.763	7679114.946	12731018.32	4718691.812	11199995.49	12260987.9	9943709.881	15704004.72	12995273.34	15733153.34
339.060814938993_162.732563116638	4930.127431	2792.053826	8199.590664	4857.970796	3692.702274	4213.077272	3076.606987	4725.93017	5321.381951	4563.034235	5654.409038	3902.993662	5029.244636	3300.588267	2119.836856	3300.488122	2906.352184	1627.342208	4969.253362	3494.783748	3072.647092	4720.589416	3939.529755	4057.057711
116.920981765056_529.593116787177	48650.14329	46537.61563	196606.181	246876.2205	331548.9652	66693.37935	306122.5806	116114.0252	348139.4402	45655.46174	82712.93875	273561.8385	144856.4105	53676.48925	301633.7172	115152.5435	241614.1037	93124.05197	253594.8363	68546.5449	70885.94266	259083.4384	69521.28478	132394.614
338.99121126099_459.515997598816	51973.68531	88116.51661	103839.129	34286.57825	51250.27708	58037.25874	50655.05129	55658.17081	56295.49106	46300.65936	63737.33108	37586.88578	45288.03166	57703.09073	47747.21595	60329.77987	51918.5039	54247.61612	57678.53628	52692.5644	33301.76926	50544.86318	95006.81009	62241.11463
180.032865399259_217.866717320335	6079.624048	4139.630251	63094.91521	5459.673548	4844.215339	5374.901918	14719.99884	15466.96755	70618.63577	9339.837449	6198.400319	0	30541.40373	18320.79688	3010.341815	7793.079152	25955.28897	28965.54593	32160.57896	19099.19969	51719.13038	41701.75398	44261.93041	6169.946462
182.965169621237_743.908633102755	1092955.131	888123.7369	1430781.57	1611033.795	1263646.902	1348689.732	1358510.875	1207767.257	971173.3214	1361722.945	1846629.596	1492670.966	1293192.716	937226.8364	1094209.953	1711513.834	1236022.133	1777789.904	1050317.811	1129588.704	2067500.105	1271390.697	1492701.014	577892.5876
271.982615203034_55.9944491225705	11162.91344	9790.821838	8868.325312	4754.254274	7512.974841	8520.399614	6604.747752	7369.956723	11234.4106	8782.809705	10988.18263	10495.74102	9551.241991	14369.36112	4835.191553	13383.19455	6990.667866	6519.126593	5946.955103	7677.569224	11456.96994	4812.137951	12760.4552	6470.080403
204.06905126243_258.675137112586	5215.431451	3065.788695	11483.91866	7092.218579	5199.792329	3918.380341	3967.314092	4794.211771	7393.107137	5329.622265	5967.632821	3994.293499	5709.400196	4146.6601	1536.035934	2672.50561	5488.475604	2734.167971	5562.986057	4913.758871	6487.61381	5326.002534	5535.525466	5264.513307
171.114825860002_143.206357443567	3190.420372	2276.265868	2041.758016	1982.196767	1220.46287	1225.655332	1291.451432	2192.165578	1705.772632	1133.748499	3032.784852	3803.621825	3366.524932	3508.698772	1516.352875	2403.441489	2269.995951	2796.000642	3058.584042	2785.330285	3602.974496	2371.487017	3001.27134	4023.17741
278.989627140702_408.440402369675	16177.67982	21729.84493	16536.67173	16474.86256	16421.86682	24457.01716	24841.18727	17541.84508	16428.43241	15573.562	26417.65837	17049.09998	14450.55746	26756.74945	17304.74503	24936.85214	15270.29692	18594.14806	26560.00497	17746.06096	18620.48803	16933.76955	23211.04639	14405.84115
104.043380974121_75.6245868299821	6451.205001	0	10943.16318	9245.760375	6248.932538	6232.442777	6610.305191	8266.130947	7428.875951	8073.366524	8893.112701	7706.639232	12620.12944	5377.833498	5199.221722	12267.54647	7776.497247	0	9477.503391	10917.04892	5870.265376	8694.968149	5067.368867	11078.48121
343.896714874516_37.4797561276086	3255.596932	13701.72982	18292.7006	4368.910551	3574.024532	4434.678577	3942.242986	4229.507318	4725.543033	3918.424981	4563.085514	4508.058843	4318.292062	4670.128601	3728.646064	5246.565347	3997.53393	4136.794916	3896.668389	4360.367388	4778.361336	3995.824313	4508.82709	4916.11218
112.004073264564_575.458828793756	47147.71157	22804.36425	106422.9055	119319.6497	79350.18193	48281.53802	56042.72614	36445.55722	21992.01777	0	9403.054351	24297.18988	22753.85152	0	0	78091.84172	0	88417.85727	58673.3171	36021.06393	83204.98462	19600.04558	75032.11489	26640.21633
166.032116276391_44.1215347621539	35720.23518	41983.15683	32679.53872	30419.66219	34855.0395	32498.76026	25615.18186	43702.94838	31208.6403	26104.1804	35498.14391	33090.49624	24150.6312	27013.41728	28686.55672	29316.98442	25859.61977	23283.88666	31415.06157	53824.52957	31543.07012	27360.73911	31829.40697	32676.9772
85.0121315629558_603.59968516734	122502.5931	123957.6524	115061.6549	116326.2747	150582.0209	128097.7312	162108.2062	141156.4637	104344.5108	125699.4394	144773.8467	128774.5542	130926.7839	126798.2068	126561.4756	138630.1223	103376.9715	118327.4948	130479.288	155260.4615	127611.7428	129683.7882	130646.9471	135492.9218
135.895163388828_583.807852228905	23402.32993	0	12098.96147	7844.515495	19144.69577	30857.24113	21113.63799	32167.54711	0	19106.48265	0	61728.39878	21611.09166	0	0	24757.50816	27055.1023	0	19003.78384	22686.71543	28823.11421	20216.9988	0	17473.14893
